attr,price,title,link,postbody,location,postdate
"
           1978 Chevy Caprice Classic
   
           condition: good
           cylinders: 8 cylinders
           drive: fwd
           fuel: gas
           paint color: red
           size: full-size
           title status: clean
           transmission: automatic
           type: other
   ",7000,FIRE ENGINE RED CHEVY CAPRICE CLASSIC,http://sfbay.craigslist.org//sfc/cto/5812698519.html,"
Runs good the old school speaks for its,self 26 inch rims rebuilt motor brand new transmission 4 15 slapping in the back runs better than your average commuting car 7000 or best offer.    ", (inner sunset / UCSF),2016-10-04T10:27:09-0700
"
           1997 Volvo 960
   
           fuel: gas
           title status: clean
           transmission: automatic
   ",2200,Volvo 960 Sedan 4D 1997 Very Clean!  Clean title,http://sfbay.craigslist.org//sfc/cto/5802686648.html,"
Volvo 960 Sedan 4D 1997 Very Clean! 

212,455 miles

Clean title

Fully loaded

$2200 
 show contact info
cell Vacaville ca 95687


Volvo Subaru Bmw Audi Mercedes Infiniti 
Toyota Honda Hyundai ford 850 940 960 s40 v40 v70
S70 s80 Saturn Suzuki Hyundai    ", (Vacaville ca),2016-09-27T21:53:17-0700
"
           2006 Honda odyssey
   
           VIN: 5FNRL386X6B428578
           condition: excellent
           cylinders: 6 cylinders
           fuel: gas
           odometer: 150000
           title status: clean
           transmission: automatic
   
    
        
more ads  by this user        
    
",7500,2006 Honda Odyssey EX-L,http://sfbay.craigslist.org//sfc/cto/5802251304.html,"
Cash and local pick up only
No Paypal, No Shipping, No Return. Thanks

Please call or text me at 
 show contact info
if interested.    ", (ingleside / SFSU / CCSF),2016-09-27T15:10:34-0700
"
           2001 Ford F-250 Super Duty Lariat
   
           condition: like new
           cylinders: 8 cylinders
           drive: 4wd
           fuel: diesel
           size: full-size
           title status: clean
           transmission: automatic
           type: pickup
   
    
        
more ads  by this user        
    
",1700,Ford F-250Super Duty001Lariat,http://sfbay.craigslist.org//sfc/cto/5812699650.html,"
it's four door with short bed , lifted about 4"" on 37s , got 154K Miles, you know that low for diesel. Clean title with current registration.  
 show contact info
    ",,2016-10-04T10:27:41-0700
"
           1999 Dodge intrepid
   
           fuel: gas
           title status: clean
           transmission: automatic
   ",1800,"Dodge interpid sedan 4D 1999 w/93,344 miles",http://sfbay.craigslist.org//sfc/cto/5802780932.html,"
1999 Dodge intrepid 

V6 93,455 miles

Clean title
New tires
Pass smog
The car Runs great!

$1800 
 show contact info
Vallejo ca


Dodge ford Toyota Honda gmc Cadillac Acura 
Lexus Saturn Mazda Volvo Subaru    ",,2016-09-28T02:21:38-0700
"
           2004 2004 Honda EX
   
           VIN: 1HGCM56704A159699
           condition: excellent
           cylinders: 4 cylinders
           drive: fwd
           fuel: gas
           odometer: 96000
           paint color: silver
           title status: clean
           transmission: automatic
   
    
        
more ads  by this user        
    
",7000,2004 Honda EX Low Miles,http://sfbay.craigslist.org//sfc/cto/5812701744.html,"
Year: 2004
Miles: 96,000
Title: Clean 
Exterior Color: Sliver
Engine: 4 Cylinders
Transmission: Automatic
Sunroof/Moonroof
Two Original Car Keys with remote and One Original Spare Key

Honda Dealer Detail Service 06/2015
Honda Dealer Safety Recall Airbag Replaced 11/2015
Four New Tires and Alignment 02/2016
Smoke Checked 4/2016
Oil Change and Regular Maintenance 8/2016 

Cash and local pick up only
No Paypal, No Shipping. Thanks

Please call or text me at 
 show contact info
if interested.    ", (ingleside / SFSU / CCSF),2016-10-04T10:28:44-0700
"
           1997 Jeep grand Cherokee
   
           condition: excellent
           fuel: gas
           odometer: 140000
           title status: clean
           transmission: automatic
   ",2200,1997  Jeep grand Cherokee,http://sfbay.craigslist.org//sfc/cto/5812702527.html,"
I am selling my 1997 Jeep Grand Cherokee runs n drives great 4x4 140,000 miles currently registered just smogged ice cold a/c heater works good asking 2200$ Or best offer Call for more Information at 
 show contact info
    ", (inner sunset / UCSF),2016-10-04T10:29:07-0700
"
           2014 Jeep Grand Cherokee SRT
   
           fuel: gas
           title status: lien
           transmission: automatic
   ",55000,2014 Jeep SRT 16k miles SRT8 SRT-8,http://sfbay.craigslist.org//sfc/cto/5805526610.html,"
I am selling my 2014 Jeep Grand Cherokee SRT. It is a Bright White Clearcoat with the Black Suede interior and has only 16,9xx miles. The vehicle is located in Tucson

I am the 2nd owner and the vehicle has been garaged in Arizona its entire life. It was originally delivered to Lake Havasu in September 2013 where it was rarely driven. I bought it in Feb '16 with 11,277 miles and it has been garaged in Tucson ever since.

Customer Preferred Package 29L:
Panoramic Sun Roof
SRT High Performance Harmon Kardon 19 Speaker Audio System
Trailer Tow Group IV with Cover
Single Disc CD Player
The only option it doesn't have are the DVD Head Rests

6.4L 392ci Hemi, 475hp, All Time All Wheel Drive, 8 Speed Automatic with 4 cylinder mode (15 city/22hwy), Auto, Sport, Track, Snow and Tow modes as well as Launch Control, 0 to 60 in under 4.5 seconds, Push Button Start, Paddle Shifters, Heated and Cooled Seats, Heated Rear Seats, Rear AC and USB plug ins, Heated Steering Wheel, Rain Sending Wipers, High Beam Sensing Windshield, Park Sense with Backup Camera, Adaptive Cruise Control, Forward Collision Warning with Accident Avoidance Braking, Remote Start, Blind Spot Monitoring, Aux Plug in, USB Plug in, SDCard, CD Player, SRT Performance Pages with Race Timers and Gauges, All Weather Floor and Rear Cargo area mats, I could go on and on...

Aftermarket modifications:

5 custom powdercoated Rennen wheels with Continental DWS06 tires(2,300 miles ago)
AEM dry air filter
Rear resonators have been replaced with straight pipes but I still have the stock resonators and tips
Grill rings and lower bumper rings were coated in black plastic. Easily removable if you like the chrome 

It has been to the dealer twice since I bought it for the shifter recall update  and some software updates. All PCM, Transmission and Stereo updates have been done. The drivetrain warranty is 5 years or 100k miles and transferable at no cost so its under warranty until September 2018. If you buy a 2015+ Jeep SRT, you only get the 5 year 60k mile warranty. 

Take a look on Craigslist and AutoTrader and you will find less than 10 privately owned Jeeps with less than 30k miles in the entire country. Its the only one with these wheels, let alone a full size 5th spare. 

I am asking $55,000 or best offer as I am trying to buy a Hellcat Charger. Don't miss out as this well sell fast!

10/1/16 - Best offer so far is $51,500    ",,2016-09-29T15:32:55-0700
"
           2002 honda civic
   
           VIN: upon request
           fuel: gas
           odometer: 116000
           title status: clean
           transmission: automatic
   ",3500,2002 Honda Civic 116K Clean Title,http://sfbay.craigslist.org//sfc/cto/5802290174.html,"
PLEASE READ WHOLE ADD

2002 Honda Civic LX 
- Clean Title 
- 1.7L 4 Cylinder (excellent on gas)
- 116,000 Miles
- Automatic Transmissions
- 4 Door Sedan
- Silver Exterior 
- Grey Cloth Interior 

Pros:
- New Front Rotors@115K
- New Front Brake Calipers@115K
- New Front Brake Pads@115K
- New Timing Belt (including tensioner and accessory belts)@115K
- New Water Pump@115K
- New catalytic converter/ exhaust manifold
- Always use synthetic oil every 3k-4k miles
- Have receipts for all work done


Cons: 
- Rear Passenger Window Motor Does Not Work (I have replacement but have not installed)
- Exterior has flaws from previous owner

This is an excellent running civic that I maintained well. I am in no rush to sell. Car is located in Sacramento but am willing to meet serious buyers. Clean title and smog pass in hand.  $3500 or best offer. NO PAYPAL, NO CHECKS, CASH ONLY.       Call or Text Chase @ (415)five3one-7799  

I am open to trade for a truck it can be a gas or diesel pickup. I can put cash on top.    ",,2016-09-27T15:36:40-0700
"
           2001 bmw 540i
   
           condition: excellent
           cylinders: 8 cylinders
           drive: rwd
           fuel: gas
           odometer: 132000
           paint color: grey
           size: full-size
           title status: clean
           transmission: automatic
           type: sedan
   ",5000,BMW 540i super clean,http://sfbay.craigslist.org//sfc/cto/5792298703.html,"
2001 540i w/ sport package

See video link for more details:
https://www.youtube.com/watch?v=ekcDJFkS0f8&feature=youtu.be


132xxx miles
automatic transmission with a manual mode
4.4L V8, really fast

reg current and good until Aug 2017
just smogged last month
clean title
pink slip in hand

rides super smooth, extremely comfortable
alarm system
no check engine light
no dents
no rips in seats
climate control, heat and ac work great
cd player with chord for phone
power seats
power steering wheel adjustment
power moon roof
rims just professionally restored and painted black
lots of tread left on tires, yokohama rear tires, pirelli front tires 

negatives:
ash tray lid wont stay closed
rear window sunshade is broken, 
little sunshades for the tiny back windows are gone

$5,000
cash only

I live in West Oakland but can meet in a nicer neighborhood nearby if your not comfortable meeting in West Oaklnd

text me
Leo    ", (SOMA / south beach),2016-09-21T09:56:00-0700
"
           1978 chevrolet impala
   
           fuel: gas
           title status: salvage
           transmission: automatic
   ",2500,1978 Impala 2dr custom,http://sfbay.craigslist.org//sfc/cto/5812717714.html,"
I have a 1978 impala 2dr rare custom cut top weld up right now.as seen in pictures on 24"" rims cons needs interior runs need battery and tags but still the 1. Price to sale o.b.o 

    ", (visitacion valley),2016-10-04T10:36:39-0700
"
           2015 lexus ct 200h ct200 ct200h
   
           fuel: gas
           title status: salvage
           transmission: automatic
   ",19900,2015 lexus ct200h,http://sfbay.craigslist.org//sfc/cto/5812718617.html,"
2015 Lexus CT200h
Automatic transmission
6,800 original miles
Salvage tittle( due to small front accident, everything was repaired professionaly)
Runs great with no problems. 
Smog is all done and tittle in hand. 
Asking 19,900 obo contact 
 show contact info
preferred by text.    ", (Sacramento),2016-10-04T10:37:06-0700
"
           2007 jeep wrangler unlimited
   
           condition: like new
           cylinders: 4 cylinders
           drive: fwd
           fuel: gas
           odometer: 61000
           paint color: black
           title status: clean
           transmission: automatic
           type: SUV
   ",18000,Below KBB!  Awesome Jeep Wrangler 4Dr Unlimited in Black,http://sfbay.craigslist.org//sfc/cto/5766114420.html,"
I'm sad to let it go, but its time to sell my Jeep Wrangler 4dr Unlimited Sahara edition.  It's been an amazing car and have so many good memories in it.  One owner, garage kept, and dealer maintained, this SUV has kept me safe through many Tahoe storms and been incredibly reliable.  You can take off the panels to give a sunroof or completely open feel during the summer.  The interior is a grey color and the fabric is stain resistant.  It's been slightly blacked out to give a more stealth look but never got to swapping out the rims.  The tires are brand new snow tires and are quiet for long distance travel.  I'm throwing in all mats, snow chains, and rear carpet protector.  It has about 61k miles on it with all records of maintence.  This is a rear wheel drive (2wd) vehicle good for the city and gas mileage. Text or email to schedule a viewing.  Never had any issues with it and the frame, body, and paint is flawless.  Must sell ASAP!  KBB is 21K!    ",,2016-09-04T15:46:44-0700
"
           2015 Chrysler 200 Limited
   
           condition: like new
           cylinders: 4 cylinders
           drive: 4wd
           fuel: gas
           odometer: 11000
           paint color: grey
           size: compact
           title status: salvage
           transmission: automatic
           type: sedan
   ",8900,"Remato ,oportunidad  2015 Chrysler 200 Limited super lux",http://sfbay.craigslist.org//sfc/cto/5786727822.html,"
Hola ,estoy vendiendo mi 2015 chrysler 200 limited,  2.4l, con solo 11 mil millas, buenas  condiciones,automatico,todo electronico,no usas la llave para abrir las puertas ni para encenderlo,pantalla tactil con xirius satelite radio,camara de reversa,titulo salvage por un golpe el el bumper trasero tengo fotos q comprueban, nada serio y fue arreglado en un taller profesionalmente, solo necesitas cambiar los cinturones de seguridad y poner el empaque de la cajuela,  si tu buscas eficiencia en gas,aceleracion y lujo,este es el carro ideal para ti, el precio es firme, gracias    ", (richmond / seacliff),2016-09-17T17:19:25-0700
"
           1995 acura integra
   
           condition: fair
           cylinders: 4 cylinders
           drive: fwd
           fuel: gas
           paint color: white
           size: compact
           title status: clean
           transmission: manual
           type: coupe
   ",1000,Integra Acura 1995 On Sales,http://sfbay.craigslist.org//sfc/cto/5789551577.html,"
Hi, folks! I am selling my lovely vehicle 95 Integra LS now. IT is time you need to take serious consideration and positive action to move forward. Step forward.. Why????  Because you never step forward, and you never find the right vehicle. How??? Bring Cash, money order or personal check... When??? Immediately, reaction and exeuction. Being executor. The vehicle is running great, and strong. The reason why I am selling it because I have another car to drive on my work. 

Vehicle: 95 Integra LS (Clean title)
mileage: 180,000
4 Doors,Sunroof, Power windows/locks, 
5 speed--Manual, A/C system, CD player
Register is update to Jan, 2017

The purchase is AS-IS Condition. Text @
 show contact info
or email for appointment to check the vehicle. NO PHONE CALL

P.S.

$1,000 ---NO LOW BALLER. Take it or Leave it...

Thanks

Chapman    ",,2016-09-19T15:11:29-0700
"
           2000 toyota camry
   
           condition: excellent
           cylinders: 6 cylinders
           fuel: gas
           title status: clean
           transmission: automatic
   ",1300,2000 TOYOTA CAMRY CLEAN TITLE,http://sfbay.craigslist.org//sfc/cto/5812729658.html,"
This car has clean title. I love driving this car it has been very reliable and the engine is in good condition. I am the owner of this car. The exterior and interior is in okay condition for a car this age. SMOG is done and car is registered until July 2017.    ",,2016-10-04T10:42:40-0700
"
           2008 Honda Accord
   
           condition: excellent
           drive: fwd
           fuel: gas
           title status: clean
           transmission: automatic
   ",2500,2008 Honda Accord EX-L Sedan 4-Door 3.5L,http://sfbay.craigslist.org//sfc/cto/5812579807.html,"
tan leather interior, car has some scratches please look at pictures, overall in great condition. I can send you more pictures depending on how serious you are about purchase. Text me with any questions.    ",,2016-10-04T09:27:36-0700
"
           2011 BMW 135I
   
           condition: like new
           cylinders: 6 cylinders
           drive: rwd
           fuel: gas
           odometer: 62248
           paint color: black
           size: compact
           title status: salvage
           transmission: manual
           type: coupe
   ",17500,2011 BMW 135I M SPORT COUPE ************* VERY CLEAN ****************,http://sfbay.craigslist.org//sfc/cto/5783133533.html,"
2011 BMW 135I SPORT PACKAGE 6 SPEED MANUAL
BRAND NEW BRAKES
REG ALL PAID
SMOG ALL DONE 
ALL SERVICES ARE UP TO DATE AND SERVICED BY A LOCAL BMW SHOP
62,248 MILES ON IT
ASKING $17,500 OBO
PLEASE CALL ME WITH ANY QUESTIONS 
 show contact info
    ",,2016-09-15T11:19:18-0700
"
           2004 Acura
   
           cylinders: 6 cylinders
           fuel: gas
           title status: clean
           transmission: automatic
           type: sedan
   ",5000,2004 Acura One Owner 115 K. Miles,http://sfbay.craigslist.org//sfc/cto/5808522450.html,"
.....................................................'''''''''''''''''''''''''''''''''''''''''''.......................................................................

Runs great you can get in and go drive across country if you like no worries
Luxury model vehicle fully loaded leather power seats automatic 6 cylinder
2017 registration ( Just renewed it ) clean title smog great tires low miles and always maintained on time as needed.

Please don't Text 
 show contact info



....................................................'''''''''''''''''''''''''''''''''''''''''''''''''..................................................................    ", (Sacramento),2016-10-01T14:12:20-0700
"
           1997 Subaru Legacy Outback Limited
   
           condition: good
           drive: 4wd
           fuel: gas
           odometer: 199500
           paint color: white
           size: full-size
           title status: clean
           transmission: automatic
           type: wagon
   ",2200,1997 Subaru Legacy Outback Limited Wagon,http://sfbay.craigslist.org//sfc/cto/5800579728.html,"
Selling 1997 Subaru Legacy Outback Wagon. 199,300 miles. $2200.

Car has been serviced regularly and is in excellent running condition. Body and interior in great shape. Air conditioner needs compressor but no other known issues. 

AWD, automatic transmission, trailer (receiving) hitch, leather seats, heated front seats (working), power windows/locks, multi-disc CD changer. 

Timing belt replaced at 130,360.
Brake pads replaced at 192,315.
New tires at 169,055.
Passed smog check on 6/25/16.
    ", (noe valley),2016-09-26T14:58:12-0700
"
           1967 DART CONVERTIBLE
   
           condition: good
           cylinders: 8 cylinders
           drive: rwd
           fuel: gas
           paint color: blue
           size: mid-size
           title status: clean
           transmission: automatic
           type: convertible
   ",5500,1967 Dodge Dart Convertible  Project,http://sfbay.craigslist.org//sfc/cto/5812709041.html,"
1967 DODGE DART CONVERTIBLE PROJECT 340 ENG 727 TRANS NEW MEXICO CAR NO RUST HOTROD AC COMPONENTS IN TRUNK $5500 INCLUDING TRAILER.  PICK UP IN SYLACAUGA ALABAMA.    ", (Sylacauga AL),2016-10-04T10:32:19-0700
"
           2008 BMW 528i
   
           condition: excellent
           cylinders: 6 cylinders
           fuel: gas
           odometer: 75000
           paint color: black
           title status: salvage
           transmission: automatic
           type: sedan
   ",11000,2008 BMW 528i LOOKING FOR A GOOD HOME,http://sfbay.craigslist.org//sfc/cto/5809489755.html,"
""PLEASE READ BEFORE CONTACTING ME"" 

Hi im selling my just smog 2008 BMW 528i with sports package with only 75,000 miles. It does have a salvage title but this is how I bought it 4 years ago and it has never given me any kind of problems. The only thing wrong is that is has a small dent on the hood from a rock hitting me on the freeway like shown in the picture and the passenger seat belt light comes on which we were told it is a sensor under the seat but doesn't effect the seat belt other than that it is a awesome car. This car has been very good to me but my family has grown and since I just purchase an SUV and nobody is driving it anymore i decided to just sell it. It has power windows,locks,sunroof, and power seats, AC & Heater work great, CD player and built in navigation 20 inch BMW rims. I have pink slip, current smog and bill of sale in hand. I'm asking $11,000, I will consider all reasonable offers. No low balling please i don't need the money. If interested message me or call me at 
 show contact info
 Thanks for looking and good luck with your purchase. 

Hablo Español 

CASH ONLY 
NO TRADES
NO CHECKS 
NO PAYMENTS 
    ", (Stockton),2016-10-02T10:15:46-0700
"
           2006 Mazda Tribute ES
   
           condition: excellent
           cylinders: 6 cylinders
           fuel: gas
           odometer: 180000
           title status: clean
           transmission: automatic
   ",4500,06 Mazda Tribute,http://sfbay.craigslist.org//sfc/cto/5801739108.html,"
I'm selling our 1 owner clean title 2006 Mazda Tribute V6 with 180,000 Miles. This little SUV runs very good and has always been service on time. It has been very good to us but we recently just upgraded to a new vehicle so we are selling it since we have no use for it anymore. It does have a few rips in the front seats due to sun cracking them that's why i have covers on them and a few bumps and bruises nothing major. If you are not concern about looks but a good running dependable vehicle this is it. I'm asking $4500. If interested message me or call me at 
 show contact info
 

Hablo Español    ", (Stockton),2016-09-27T10:30:58-0700
"
           2008 Audi S5
   
           fuel: gas
           odometer: 72087
           title status: clean
           transmission: manual
           type: coupe
   ",19950,"2008 Audi S5 4.2, Blue, Manual, Technology Package",http://sfbay.craigslist.org//sfc/cto/5812755977.html,"
This 2008 Audi S5 4.2 brings safety and comfort along with sleek looks and serious style points. With the Technology package come amenities like rear parking sensors and keyless remote control, and the six-speed manual transmission brings an engaging and fun ride. A backup camera, Bluetooth phone connectivity, and navigation make for an elevated driving experience, and the sunroof lets you enjoy that California sunshine and even the air, if you so desire. Don't get lost in all that luxury, though--this is still a heck of a sporty coupe. With a 4.2L V8 engine tucked in its engine bay, this S5 has 354 horses just raring for you to let them go.

• Technology Package
• 6-Speed Manual Transmission
• Power Tilt Sunroof
• Bluetooth for Phone
• Navigation
• iPod Connection
• Backup Camera
• Bang & Olufsen Audio System
• Clean Title
• Carfax Available

This car was used for commuting to work. It looks amazing, is really fast, and handles like a dream. I'm selling it because I have a new job further away and needed something better suited to my longer commute.    ", (glen park),2016-10-04T10:55:58-0700
"
           2003 runs perfectly
   
           fuel: gas
           title status: clean
           transmission: automatic
   ",1500,Toyota Corolla 2003clean interior,http://sfbay.craigslist.org//sfc/cto/5812800920.html,"
clean interior/exterior, vsmooth, tires, brakes & rotors in great condition, includes AUX for entertainment, good car for commuting    ",,2016-10-04T11:19:07-0700
"
           2006 ford fusion
   
           condition: like new
           cylinders: 4 cylinders
           drive: fwd
           fuel: gas
           paint color: silver
           size: sub-compact
           title status: clean
           transmission: automatic
           type: sedan
   ",3200,2006 Ford Fusion,http://sfbay.craigslist.org//sfc/cto/5812815312.html,"
Hi Craigslist .I have a super nice Ford Fusion for sale . It has 165,322 miles and full maintenance Records via Car fax .It has nice wheels and tires runs perfect just Smoged with cert in hand .Its super clean on the inside with amazing Pioneer System with Blue Tooth. The car frives very good and gets like 30 miles per gallon. 
                                     Call 
 show contact info

                                     Text 
 show contact info
    ", (Sacramento),2016-10-04T11:26:28-0700
"
           1972 oldsmobile cutlass
   
           fuel: gas
           title status: clean
           transmission: automatic
   ","
  
    
    hide this posting
  
  
    
    unhide
  
",1972 Cutlass Supreme,http://sfbay.craigslist.org//sfc/cto/5812817046.html,"
Up for Sale is my 1972 Oldsmobile Cutlass Supreme Rocket 350 with 140k all original in good shape. Has been repainted once years ago so paint is starting to show its wear. Great car I'd love to keep but bills ain't going to pay themselves car runs great shifts good and is road worthy. Has AC n heat that works so definitely a plus as well as wipers n all lights. This was a bay area car so there is some minor rust starting to show around edge of trunk lid and rear window. Nothing crazy but its there. Trunk n floors are solid interior in great shape must see to appreciate but again consider its a 1972 but in decent shape all body panels are super straight I love this car. Any questions don't hesitate to call or text
Clean title pink in hand!

$10k OBO
Will consider trades but nothing older then 1972 no boats or bikes Thanks!!!!



 show contact info
    ",,2016-10-04T11:27:20-0700
"
           2009 Nissan Altima
   
           drive: fwd
           fuel: gas
           size: full-size
           title status: clean
           transmission: automatic
   ",2064,2009 NISSAN ALTIMA 4DOOR AUTOMATIC,http://sfbay.craigslist.org//sfc/cto/5812642333.html,"
I am selling a well maintained altima with power window and door lock
clean title please call or text me at 
 show contact info
    ", (campbell),2016-10-04T09:58:53-0700
"
           1999 Ford F 350 super duty
   
           condition: good
           cylinders: 8 cylinders
           drive: 4wd
           fuel: diesel
           odometer: 204000
           paint color: white
           title status: clean
           transmission: automatic
           type: pickup
   ",15500,Ford F 350 super duty,http://sfbay.craigslist.org//sfc/cto/5798711832.html,"


1999 Ford F350 super duty

condition: good
cylinders: 8 cylinders
drive: 4wd
fuel: diesel
odometer: 204000
paint color: white
size: full-size
title status: clean
transmission: automatic
type: pickup

Testing the waters 
I have a Ford F-350 Super Duty Lariat Edition with the following;
7.3 liter diesel motor with just over 204,000 miles
Dually
4x4 
2""leaving kit
All leather seats [power driver seat]
Superchip power programmer
ATS 4"" exhaust
Aftermarket newer heavy duty torque converter
Turbo temperature gauge
Manifold pressure gauge
Transmission temperature gauge
Small air compressor with a Peterbilt semi horn
Both rear fenders are cracked from previous owner didn't bother me so I didn't fix
Small Rip's in driver's seat no big deal to me
Needs power steering pump
If you want to look at the truck you will need to come to Grass Valley


Due to spam do not ask if I still have the pickup if the ad is up I still have it and yes it is still for sale also include your name and phone number and town you live in if it is not in the add I won't reply
I do not need help selling this truck nor do I want help selling this truck I will not ship cash only in hand

Key words~ 
4x4,truck,lifted,ford,super duty, f350,dually, power stroke,diesel  

    ", (Grass valley),2016-09-25T12:19:16-0700
"
           1988 Mustang
   
           fuel: gas
           title status: salvage
           transmission: manual
   ",1,Mustang notchback coupe 5.0 SSP(trade&sale),http://sfbay.craigslist.org//sfc/cto/5805941494.html,"
1988 SSP CHP NOTCHBACK MUSTANG 5.0 5 SPEED HURST 
85K ORIGINAL MILES 
BONE STOCK NEVER BEEN MODIFIED IN ITS LIFE 
ICE COLD A.C BLOWS LIKE A BRAND NEW CAR NO ENGINE KICK DOWN WHEN A.C COMES ON OR ANY FUNNY NOISES
INSIDE COMPLETE ALL ORIGINAL EXCEPT FRONT SEATS I NO SUCKS RITE HAHA BUT IM ON THE HUNT FOR SAME FRONTS AS BACK
CERTIFIED CALIBRATION CLUSTER
I HAVE ORIGINAL OWNERS MANUAL TO EVERY OPTION ON THE CAR WHEN SOLD NEW STEREO TIRES ALL MANUALS I HAVE IN PRESTINE PERFECT CONDITION I HAVE ALL THE WAY DOWN TO THE ORIGINAL BAG STAMPED WITH FORD THE PAPERWORK WENT INTO BEFORE IT BECAME PAPER ENVELOPES HAHA SUPER RARE I HAVE SALE TAGS FROM WHEN BOUGHT FROM FORD AND SOLD TO CHP ALL MATCHING VIN TO RECORDS AND PAPERWORK RARE MUST SEE IN PERSON THIS IS NOT A SEND PICTURE CAR ORIGINAL KEYS NOT COPIES 
ALUMINUM RADIATOR WITH LIFETIME WARRANTY 
NEW TIRES ALL THE WAY AROUND 
COBRAS 17S
STEREO BLUETOOTH WITH BLUE TOOTH MIC MOUNTED ON DASH INSIDE SPEAKERS SOUNDS REALLY GOOD INSIDE 
DAILY DRIVER DAILY DRIVER 
D 
SMOGGED 2 WEEKS AGO FROM TODAY PAPERWORK ON HAND FOR EVERYTHING 
HAS AFTER MARKET ALARM WITH POP LOCKS WORKS PERFECT AND UPGRADED SPEAKER FOR ALARM TO BE EXTREMLY LOUD HAHA
UMMMM WHAT ELSE 
COLOR IS LIKE COLOR OF A SS IMPALA BLACK CHERRY LOOK
LONG POST TRYNA PREVENT NOT TO MANY QUESTIONS AND ANSWERS READ ENTIRE POST BEFORE SHOWING INTEREST

CONS. SALVAGE LOL BODY STRAIGHT BODY LINEING STRAIGHT IM GOOD WITH BODY EYE..
LOCATED NORTH STOCKTON 
OLD MAN OWNED BEFORE ME 50 YEAR OLD MAN NOT YOUR HOMIE FRIEND AT LAST WEEKENDS SIDESHOW LOL HAHA
$5500    ", (Stockton),2016-09-29T23:09:01-0700
"
           1974 Dodge Dart Custom
   
           VIN: LH41C4R281878
           condition: excellent
           cylinders: 6 cylinders
           drive: rwd
           fuel: gas
           paint color: brown
           title status: clean
           transmission: automatic
           type: sedan
   ",12000,Classic 1974 Dodge Dart Custom,http://sfbay.craigslist.org//sfc/cto/5812826732.html,"
Classic 1974 Dodge Dart Custom

$12,000 or best offer

1 owner - the original

Always garaged where pictured

Rebuilt slant 6 engine

Original interior including the radio

Still truckin'

If you have questions, want see it or go for a test drive, please reply by email.

    ", (richmond / seacliff),2016-10-04T11:32:15-0700
"
           2001 Vw jetta
   
           fuel: gas
           odometer: 99000
           title status: clean
           transmission: manual
   ",3100,2001 VW JETTA VR6 GLX LOW MILES 99K,http://sfbay.craigslist.org//sfc/cto/5797469246.html,"
clean title
only 99k miles

Engine V6, 2.8 Liter 
Transmission 5 speed 

ABS (4-Wheel) 
Air Conditioning Power Windows Power Door Locks Cruise Control 
Power Steering Tilt Wheel 
Dual Air Bags Side Air Bags 
AM/FM Stereo Cassette CD (Single Disc) 
Premium Sound 
sunroof

run and drives great
clean inside and out

call
s&m auto sales

 show contact info


price is out the door
includes sales tax, transfer, tags, and all dmv fees
    ", (Sacramento),2016-09-24T13:12:39-0700
"
           2013 Toyota Prius
   
           condition: like new
           cylinders: 4 cylinders
           drive: 4wd
           fuel: gas
           odometer: 89150
           paint color: white
           size: compact
           title status: clean
           transmission: automatic
   ",11500,2013 Toyota Prius Super Clean (low miles),http://sfbay.craigslist.org//sfc/cto/5812785974.html,"
Very clean Prius here that runs smooth. Has a nice look to it, Black tinted windows with the black rims to match. I have had no problems with this car at all. It is in in Great condition. Selling because I will no longer be driving uber anymore because I have a better job now. Ive only had this car for 6 months!

2013 Toyota Prius Three
89100 Miles
Blue tooth for calls and music.
Tinted windows and custom black rims 
Average 55 MPG on freeway 45 MPG on street.
 
Cash or Venmo, or loan Tranfers only. No Paypal, or cashier checks
Text me for more questions 
 show contact info

    ", (bayview),2016-10-04T11:11:04-0700
"
           2001 Toyota Sequoia
   
           condition: good
           cylinders: 8 cylinders
           drive: 4wd
           fuel: gas
           odometer: 150000
           paint color: brown
           size: mid-size
           title status: clean
           transmission: automatic
           type: SUV
   ",5500,2001 Toyota Sequoia Limited AWD 4WD Off-road Family SUV Loaded.,http://sfbay.craigslist.org//sfc/cto/5808250942.html,"
there are no problems on this 2001 Toyota Sequoia motor v8, Automatic 4x4 and AWD, 150,000, everything works like Windows, sunroof, power seats, cruise, Air Conditioning, brand new sound system, brand new tires, all recommended services done on time, it's got the clean title, it just passed smog test and it will sell it to right potential buyer so calls will be best. 
 show contact info
    ",,2016-10-01T11:28:33-0700
"
           2012 BMW 328i
   
           condition: excellent
           cylinders: 4 cylinders
           drive: rwd
           fuel: gas
           odometer: 28600
           title status: clean
           transmission: automatic
   ",23500,2012 BMW 328i***ONE OWNER ***,http://sfbay.craigslist.org//sfc/cto/5767123741.html,"
Selling my car fully loaded 2012 BMW 328i with only 28,600 miles. The car was purchased for $47,000 from the dealer here in Las Vegas.No accidents or any problems. Call or text at 7o2-480-2o63    ", (Las Vegas),2016-09-05T10:53:21-0700
